,0
566,4
567,4
568,3
569,4
570,3
571,6
572,5
573,6
574,7
575,6
576,6
577,6
578,3
579,8
580,6
581,4
582,4
583,5
584,8
585,5
586,3
587,6
588,5
589,6
590,5
591,8
592,5
593,5
594,6
595,6
596,7
597,6
598,7
599,6
600,5
601,5
602,7
603,7
604,7
605,3
606,2
607,5
608,2
609,7
610,5
611,5
612,7
613,4
614,4
615,4
616,3
617,4
618,3
619,7
620,5
621,5
622,6
623,8
624,4
625,5
626,3
627,2
628,8
629,4
630,8
631,5
632,4
633,8
634,4
635,6
636,2
637,6
638,3
639,5
640,6
641,5
642,3
643,7
644,7
645,4
646,5
647,4
648,5
649,6
650,3
651,2
652,7
653,4
654,3
655,5
656,5
657,3
658,6
659,8
660,3
661,3
662,7
663,6
664,5
665,5
666,5
667,4
668,6
669,1
670,4
671,3
672,6
673,4
674,4
675,4
676,4
677,4
678,4
679,4
680,5
681,3
682,5
683,5
684,5
685,5
686,5
687,7
688,7
689,4
690,5
691,7
692,5
693,6
694,6
695,8
696,4
697,5
698,6
699,5
700,1
701,4
702,3
703,4
704,7
705,4
706,2
707,7
708,4
709,5
710,4
711,2
712,3
713,8
714,7
715,5
716,7
717,5
718,7
719,5
720,3
721,2
722,5
723,6
724,8
725,7
726,6
727,4
728,5
729,4
730,5
731,7
732,5
733,3
734,7
735,5
736,7
737,5
738,7
739,6
740,2
741,2
742,6
743,2
744,5
745,5
746,5
747,1
748,7
749,1
750,3
751,4
752,8
753,2
754,3
755,7
756,3
757,6
758,7
759,8
760,6
761,7
762,5
763,6
764,6
765,6
766,5
767,6
768,6
769,5
770,3
771,3
772,4
773,6
774,6
775,5
776,4
777,5
778,7
779,5
780,5
781,4
782,5
783,5
784,4
785,7
786,6
787,5
788,4
789,4
790,7
791,4
792,7
793,5
794,3
795,3
796,5
797,7
798,3
799,5
800,6
801,6
802,8
803,4
804,5
805,7
806,5
807,6
808,7
809,5
810,4
811,7
812,5
813,7
814,5
815,6
816,5
817,4
818,3
819,4
820,4
821,6
822,2
823,4
824,4
825,5
826,4
827,5
828,3
829,4
830,6
831,7
832,4
833,4
834,3
835,6
836,5
837,3
838,7
839,4
840,6
841,5
842,8
843,3
844,5
845,7
846,6
847,4
848,5
849,5
850,6
851,3
852,4
853,6
854,4
855,6
856,7
857,4
858,5
859,8
860,5
861,4
862,6
863,6
864,7
865,5
866,5
867,5
868,5
869,5
870,5
871,4
872,4
873,4
874,5
875,8
876,5
877,6
878,4
879,5
880,5
881,5
882,2
883,4
884,5
885,7
886,6
887,5
888,7
889,3
890,6
891,5
892,6
893,3
894,3
895,5
896,3
897,5
898,5
899,4
900,5
901,3
902,6
903,5
904,7
905,7
906,4
907,3
908,4
909,6
910,4
911,6
912,4
913,3
914,4
915,2
916,5
917,5
918,5
919,6
920,3
921,5
922,5
923,8
924,3
925,7
926,6
927,6
928,4
929,3
930,5
931,5
932,5
933,7
934,4
935,5
936,6
937,5
938,5
939,4
940,7
941,6
942,5
943,5
944,6
945,4
946,8
947,6
948,4
949,1
950,6
951,7
952,5
953,5
954,4
955,2
956,5
957,5
958,5
959,4
960,4
961,3
962,4
963,6
964,6
965,5
966,6
967,7
968,4
969,6
970,5
971,4
972,5
973,8
974,6
975,5
976,3
977,4
978,5
979,5
980,2
981,5
982,5
983,3
984,4
985,7
986,7
987,3
988,3
989,5
990,4
991,3
992,5
993,3
994,4
995,3
996,3
997,6
998,4
999,5
1000,4
1001,3
1002,6
1003,6
1004,6
1005,4
1006,8
1007,3
1008,2
1009,5
1010,4
1011,6
1012,2
1013,6
1014,8
1015,4
1016,4
1017,5
1018,4
1019,2
1020,8
1021,6
1022,6
1023,0
1024,7
1025,3
1026,2
1027,6
1028,3
1029,4
1030,4
1031,4
1032,3
1033,8
1034,4
1035,3
1036,4
1037,6
1038,4
1039,5
1040,7
1041,5
1042,6
1043,6
1044,7
1045,7
1046,5
1047,7
1048,3
1049,6
1050,6
1051,6
1052,1
1053,5
1054,5
1055,4
1056,5
1057,8
1058,5
1059,5
1060,2
1061,5
1062,3
1063,4
1064,5
1065,4
1066,7
1067,8
1068,5
1069,4
1070,5
1071,6
1072,6
1073,7
1074,4
1075,5
1076,3
1077,5
1078,6
1079,6
1080,3
1081,4
1082,5
1083,7
1084,4
1085,5
1086,7
1087,4
1088,4
1089,6
1090,6
1091,8
1092,5
1093,6
1094,5
1095,4
1096,5
1097,6
1098,4
1099,7
1100,7
1101,1
1102,7
1103,6
1104,2
1105,7
1106,6
1107,5
1108,5
1109,6
1110,5
1111,4
1112,6
1113,5
1114,1
1115,7
1116,4
1117,5
1118,3
1119,8
1120,6
1121,4
1122,6
1123,6
1124,5
1125,6
1126,6
1127,4
1128,3
1129,3
1130,6
1131,8
1132,6
1133,7
1134,4
1135,6
1136,6
1137,5
1138,3
1139,6
1140,5
1141,7
1142,8
1143,8
1144,8
1145,7
1146,7
1147,8
1148,5
1149,7
1150,3
1151,2
1152,4
1153,4
1154,7
1155,3
1156,4
1157,6
1158,5
1159,4
1160,7
1161,5
1162,6
1163,6
1164,7
1165,3
1166,4
1167,5
1168,6
1169,9
1170,2
1171,6
1172,7
1173,4
1174,4
1175,5
1176,3
1177,4
1178,4
1179,5
1180,4
1181,4
1182,4
1183,7
1184,7
1185,5
1186,8
1187,4
1188,5
1189,6
1190,6
1191,6
1192,4
1193,3
1194,2
1195,5
1196,6
1197,6
1198,6
1199,6
1200,4
1201,4
1202,6
1203,3
1204,5
1205,5
1206,6
1207,4
1208,8
1209,5
1210,4
1211,5
1212,8
1213,5
1214,5
1215,3
1216,6
1217,3
1218,4
1219,9
1220,3
1221,5
1222,5
1223,5
1224,5
1225,4
1226,4
1227,6
1228,4
1229,4
1230,5
1231,4
1232,6
1233,5
1234,6
1235,4
1236,5
1237,8
1238,5
1239,4
1240,5
1241,4
1242,7
1243,5
1244,5
1245,5
1246,4
1247,5
1248,3
1249,4
1250,6
1251,7
1252,5
1253,6
1254,4
1255,9
1256,5
1257,4
1258,6
1259,5
1260,6
1261,4
1262,6
1263,4
1264,4
1265,3
1266,5
1267,6
1268,7
1269,5
1270,5
1271,5
1272,6
1273,8
1274,5
1275,3
1276,6
1277,2
1278,6
1279,4
1280,6
1281,8
1282,5
1283,6
1284,6
1285,4
1286,5
1287,2
1288,6
1289,7
1290,5
1291,7
1292,5
1293,4
1294,4
1295,4
1296,4
1297,4
1298,4
1299,3
1300,2
1301,6
1302,4
1303,3
1304,7
1305,6
1306,3
1307,4
1308,6
1309,3
1310,6
1311,4
1312,5
1313,4
1314,3
1315,6
1316,2
1317,6
1318,4
1319,5
1320,4
1321,5
1322,5
1323,7
1324,4
1325,6
1326,5
1327,2
1328,4
1329,7
1330,7
1331,5
1332,7
1333,2
1334,6
1335,6
1336,3
1337,3
1338,6
1339,6
1340,7
1341,4
1342,5
1343,6
1344,5
1345,4
1346,6
1347,8
1348,3
1349,4
1350,7
1351,5
1352,3
1353,5
1354,3
1355,4
1356,5
1357,4
1358,2
1359,5
1360,5
1361,5
1362,6
1363,6
1364,1
1365,6
1366,6
1367,7
1368,7
1369,7
1370,6
1371,5
1372,4
1373,5
1374,5
1375,4
1376,6
1377,4
1378,4
1379,5
1380,3
1381,6
1382,8
1383,5
1384,5
1385,6
1386,5
1387,3
1388,4
1389,2
1390,5
1391,8
1392,5
1393,4
1394,5
1395,5
1396,3
1397,6
1398,2
1399,6
1400,6
1401,2
1402,3
1403,8
1404,5
1405,4
1406,8
1407,2
1408,5
1409,5
1410,2
1411,3
1412,5
1413,6
1414,6
1415,3
1416,7
1417,3
1418,2
1419,6
1420,5
1421,3
1422,5
1423,6
1424,4
1425,3
1426,3
1427,4
1428,4
1429,4
1430,2
1431,4
1432,8
1433,7
1434,6
1435,4
1436,7
1437,6
1438,1
1439,6
1440,6
1441,5
1442,5
1443,4
1444,6
1445,6
1446,4
1447,8
1448,4
1449,3
1450,6
1451,3
1452,6
1453,5
1454,5
1455,6
1456,6
1457,7
1458,2
1459,4
1460,7
1461,7
1462,6
1463,7
1464,6
1465,2
1466,8
1467,5
1468,3
1469,4
1470,5
1471,7
1472,6
1473,4
1474,6
1475,6
1476,8
1477,2
1478,4
1479,5
1480,6
1481,5
1482,5
1483,5
1484,4
1485,4
1486,6
1487,5
1488,3
1489,4
1490,6
1491,6
1492,4
1493,6
1494,7
1495,4
1496,7
1497,4
1498,7
1499,6
1500,6
1501,4
1502,8
1503,7
1504,5
1505,8
1506,2
1507,5
1508,7
1509,5
1510,3
1511,4
1512,5
1513,5
1514,4
1515,6
1516,6
1517,3
1518,4
1519,4
1520,6
1521,5
1522,5
1523,7
1524,6
1525,5
1526,6
1527,4
1528,6
1529,6
1530,4
1531,2
1532,2
1533,4
1534,7
1535,2
1536,4
1537,7
1538,5
1539,5
1540,3
1541,7
1542,6
1543,4
1544,4
1545,3
1546,3
1547,6
1548,3
1549,7
1550,6
1551,3
1552,7
1553,4
1554,6
1555,3
1556,5
1557,6
1558,5
1559,5
1560,4
1561,5
1562,5
1563,6
1564,7
1565,4
1566,7
1567,5
1568,7
1569,4
1570,7
1571,6
1572,3
1573,3
1574,5
1575,5
1576,8
1577,9
1578,3
1579,7
1580,3
1581,3
1582,7
1583,4
1584,3
1585,6
1586,6
1587,3
1588,8
1589,7
1590,4
1591,4
1592,6
1593,5
1594,6
1595,4
1596,7
1597,1
1598,5
1599,5
1600,6
1601,3
1602,7
1603,4
1604,6
1605,3
1606,4
1607,5
1608,5
1609,3
1610,5
1611,3
1612,2
1613,5
1614,6
1615,2
1616,6
1617,6
1618,5
1619,2
1620,7
1621,8
1622,3
1623,5
1624,5
1625,6
1626,1
1627,3
1628,5
1629,5
1630,4
1631,5
1632,4
1633,3
1634,7
1635,5
1636,4
1637,5
1638,5
1639,5
1640,3
1641,6
1642,2
1643,9
1644,2
1645,7
1646,5
1647,5
1648,5
1649,5
1650,2
1651,5
1652,5
1653,6
1654,5
1655,2
1656,6
1657,4
1658,6
1659,6
1660,5
1661,6
1662,3
1663,5
1664,6
1665,5
1666,3
1667,6
1668,3
1669,2
1670,8
1671,8
1672,6
1673,7
1674,4
1675,4
1676,5
1677,7
1678,3
1679,7
1680,5
1681,7
1682,7
1683,8
1684,5
1685,7
1686,8
1687,4
1688,5
1689,3
1690,3
1691,2
1692,5
1693,3
1694,7
1695,4
1696,8
1697,7
1698,7
1699,4
1700,7
1701,4
1702,5
1703,5
1704,7
1705,3
1706,5
1707,9
1708,5
1709,6
1710,2
1711,3
1712,1
1713,6
1714,4
1715,6
1716,5
1717,5
1718,8
1719,7
1720,3
1721,5
1722,7
1723,5
1724,5
1725,5
1726,3
1727,6
1728,3
1729,9
1730,5
1731,5
1732,5
1733,6
1734,7
1735,3
1736,6
1737,4
1738,5
1739,4
1740,4
1741,3
1742,3
1743,3
1744,5
1745,6
1746,6
1747,5
1748,4
1749,6
1750,6
1751,5
1752,7
1753,1
1754,3
1755,6
1756,2
1757,7
1758,2
1759,7
1760,4
1761,3
1762,5
1763,7
1764,6
1765,1
1766,5
1767,5
1768,6
1769,6
1770,5
1771,4
1772,4
1773,5
1774,4
1775,4
1776,4
1777,8
1778,7
1779,2
1780,6
1781,4
1782,3
1783,6
1784,7
1785,6
1786,5
1787,4
1788,5
1789,2
1790,5
1791,3
1792,3
1793,2
1794,6
1795,6
1796,4
1797,5
1798,2
1799,5
1800,7
1801,6
1802,5
1803,8
1804,6
1805,8
1806,5
1807,5
1808,6
1809,5
1810,6
1811,5
1812,5
1813,5
1814,5
1815,3
1816,8
1817,5
1818,5
1819,8
1820,5
1821,5
1822,3
1823,4
1824,6
1825,2
1826,3
1827,4
1828,3
1829,4
1830,7
1831,4
1832,3
1833,7
1834,5
1835,2
1836,4
1837,3
1838,3
1839,5
1840,8
1841,5
1842,6
1843,7
1844,3
1845,5
1846,3
1847,8
1848,5
1849,4
1850,6
1851,3
1852,5
1853,5
1854,4
1855,7
1856,4
1857,6
1858,8
1859,3
1860,7
1861,7
1862,7
1863,3
1864,6
1865,6
1866,5
1867,4
1868,5
1869,6
1870,5
1871,4
1872,5
1873,5
1874,5
1875,5
1876,2
1877,5
1878,6
1879,6
1880,3
1881,7
1882,7
1883,6
1884,4
1885,5
1886,2
1887,4
1888,7
1889,6
1890,6
1891,4
1892,8
1893,5
1894,6
1895,4
1896,6
1897,8
1898,3
1899,5
1900,7
1901,5
1902,4
1903,1
1904,3
1905,3
1906,6
1907,5
1908,4
1909,6
1910,6
1911,7
1912,5
1913,7
1914,2
1915,5
1916,5
1917,5
1918,6
1919,3
1920,4
1921,7
1922,4
1923,5
1924,5
1925,5
1926,4
1927,5
1928,6
1929,6
1930,3
1931,5
1932,7
1933,5
1934,5
1935,4
1936,4
1937,7
1938,6
1939,6
1940,5
1941,5
1942,8
1943,4
1944,7
1945,5
1946,5
1947,5
1948,5
1949,7
1950,3
1951,3
1952,6
1953,5
1954,4
1955,4
1956,6
1957,5
1958,3
1959,5
1960,3
1961,7
1962,4
1963,4
1964,4
1965,7
1966,5
1967,5
1968,5
1969,6
1970,5
1971,2
1972,4
1973,5
1974,5
1975,5
1976,4
1977,7
1978,7
1979,7
1980,6
1981,5
1982,6
1983,2
1984,3
1985,5
1986,5
1987,4
1988,6
1989,5
1990,3
1991,4
1992,4
1993,5
1994,5
1995,6
1996,3
1997,4
1998,6
1999,4
2000,3
2001,3
2002,5
2003,3
2004,4
2005,5
2006,4
2007,7
2008,8
2009,4
2010,4
2011,5
2012,4
2013,5
2014,4
2015,4
2016,4
2017,4
2018,5
2019,6
2020,4
2021,5
2022,6
2023,4
2024,6
2025,5
2026,4
2027,4
2028,6
2029,6
2030,5
2031,1
2032,6
2033,7
2034,6
2035,4
2036,9
2037,5
2038,5
2039,8
2040,4
2041,5
2042,6
2043,5
2044,2
2045,5
2046,3
2047,5
2048,5
2049,3
2050,6
2051,4
2052,4
2053,3
2054,5
2055,7
2056,6
2057,5
2058,5
2059,5
2060,5
2061,6
2062,4
2063,4
2064,3
2065,6
2066,5
2067,3
2068,4
2069,5
2070,6
2071,5
2072,5
2073,5
2074,3
2075,6
2076,5
2077,6
2078,3
2079,4
2080,6
2081,6
2082,6
2083,3
2084,6
2085,5
2086,3
2087,3
2088,3
2089,5
2090,5
2091,4
2092,4
2093,6
2094,5
2095,6
2096,3
2097,3
2098,2
2099,4
2100,4
2101,5
2102,3
2103,6
2104,8
2105,4
2106,5
2107,3
2108,3
2109,2
2110,5
2111,3
2112,5
2113,6
2114,6
2115,6
2116,7
2117,8
2118,4
2119,3
2120,3
2121,3
2122,2
2123,5
2124,6
2125,6
2126,4
2127,3
2128,3
2129,4
2130,5
2131,5
2132,5
2133,5
2134,3
2135,3
2136,5
2137,4
2138,4
2139,6
2140,5
2141,5
2142,6
2143,6
2144,3
2145,4
2146,7
2147,5
2148,3
2149,7
2150,5
2151,6
2152,5
2153,3
2154,6
2155,7
2156,4
2157,3
2158,7
2159,8
2160,5
2161,6
2162,4
2163,6
2164,3
2165,5
2166,6
2167,7
2168,5
2169,7
2170,6
2171,5
2172,3
2173,7
2174,5
2175,2
2176,2
2177,3
2178,6
2179,4
2180,5
2181,7
2182,4
2183,7
2184,7
2185,4
2186,6
2187,6
2188,4
2189,4
2190,7
2191,6
2192,3
2193,4
2194,6
2195,6
2196,4
2197,6
2198,7
2199,6
2200,6
2201,5
2202,8
2203,4
2204,4
2205,4
2206,6
2207,7
2208,5
2209,3
2210,5
2211,7
2212,5
2213,5
2214,7
2215,5
2216,4
2217,5
2218,3
2219,3
2220,5
2221,1
2222,4
2223,2
2224,4
2225,4
2226,6
2227,6
2228,2
2229,5
2230,3
2231,6
2232,5
2233,6
2234,6
2235,7
2236,7
2237,5
2238,6
2239,3
2240,5
2241,2
2242,5
2243,6
2244,1
2245,7
2246,4
2247,4
2248,9
2249,4
2250,7
2251,5
2252,6
2253,4
2254,3
2255,6
2256,7
2257,1
2258,8
2259,4
2260,3
2261,5
2262,5
2263,4
2264,4
2265,7
2266,4
2267,6
2268,6
2269,1
2270,3
2271,3
2272,6
2273,7
2274,3
2275,5
2276,4
2277,7
2278,6
2279,6
2280,4
2281,5
2282,3
2283,6
2284,6
2285,5
2286,5
2287,7
2288,5
2289,7
2290,3
2291,4
2292,7
2293,5
2294,6
2295,5
2296,4
2297,6
2298,4
2299,3
2300,4
2301,5
2302,6
2303,5
2304,5
2305,7
2306,5
2307,3
2308,3
2309,6
2310,4
2311,8
2312,8
2313,5
2314,4
2315,5
2316,7
2317,6
2318,5
2319,5
2320,5
2321,6
2322,6
2323,5
2324,5
2325,3
2326,6
2327,7
2328,3
2329,2
2330,2
2331,8
2332,4
2333,4
2334,5
2335,5
2336,6
2337,5
2338,6
2339,3
2340,6
2341,5
2342,5
2343,5
2344,5
2345,4
2346,3
2347,7
2348,4
2349,5
2350,6
2351,6
2352,7
2353,6
2354,7
2355,4
2356,7
2357,7
2358,4
2359,3
2360,6
2361,5
2362,7
2363,2
2364,5
2365,7
2366,6
2367,5
2368,4
2369,8
2370,6
2371,3
2372,5
2373,7
2374,3
2375,3
2376,8
2377,8
2378,3
2379,3
2380,7
2381,4
2382,5
2383,7
2384,3
2385,2
2386,6
2387,4
2388,4
2389,3
2390,4
2391,3
2392,8
2393,7
2394,2
2395,4
2396,6
2397,8
2398,3
2399,3
2400,2
2401,6
2402,4
2403,3
2404,4
2405,3
2406,5
2407,5
2408,6
2409,6
2410,5
2411,5
2412,8
2413,4
2414,7
2415,3
2416,4
2417,3
2418,4
2419,6
2420,3
2421,5
2422,4
2423,5
2424,3
2425,3
2426,6
2427,2
2428,3
2429,5
2430,4
2431,7
2432,5
2433,3
2434,5
2435,5
2436,2
2437,2
2438,7
2439,6
2440,4
2441,7
2442,6
2443,6
2444,5
2445,8
2446,4
2447,5
2448,5
2449,6
2450,6
2451,8
2452,7
2453,6
2454,2
2455,6
2456,5
2457,5
2458,5
2459,5
2460,4
2461,7
2462,4
2463,4
2464,8
2465,2
2466,3
2467,7
2468,3
2469,4
2470,3
2471,5
2472,6
2473,2
2474,6
2475,4
2476,5
2477,4
2478,5
2479,7
2480,6
2481,4
2482,4
2483,2
2484,4
2485,6
2486,6
2487,6
2488,6
2489,4
2490,7
2491,6
2492,5
2493,3
2494,5
2495,2
2496,5
2497,6
2498,3
2499,5
2500,4
2501,4
2502,3
2503,5
2504,4
2505,5
2506,4
2507,5
2508,3
2509,6
2510,4
2511,6
2512,7
2513,4
2514,8
2515,1
2516,3
2517,5
2518,6
2519,8
2520,4
2521,6
2522,6
2523,5
2524,3
2525,4
2526,4
2527,2
2528,4
2529,7
2530,6
2531,3
2532,7
2533,4
2534,5
2535,7
2536,6
2537,2
2538,5
2539,2
2540,5
2541,3
2542,5
2543,3
2544,4
2545,6
2546,4
2547,4
2548,4
2549,6
2550,3
2551,7
2552,2
2553,5
2554,5
2555,3
2556,6
2557,6
2558,6
2559,6
2560,4
2561,5
2562,3
2563,5
2564,4
2565,3
2566,5
2567,1
2568,6
2569,7
2570,4
2571,4
2572,5
2573,6
2574,2
2575,7
2576,4
2577,8
2578,3
2579,5
2580,5
2581,2
2582,7
2583,3
2584,3
2585,6
2586,9
2587,3
2588,7
2589,6
2590,3
2591,5
2592,5
2593,3
2594,7
2595,4
2596,6
2597,3
2598,7
2599,6
2600,4
2601,5
2602,4
2603,6
2604,6
2605,4
2606,6
2607,8
2608,4
2609,7
2610,5
2611,5
2612,3
2613,4
2614,7
2615,5
2616,5
2617,7
2618,4
2619,6
2620,6
2621,6
2622,5
2623,3
2624,6
2625,3
2626,5
2627,5
2628,5
2629,3
2630,7
2631,8
2632,5
2633,1
2634,5
2635,5
2636,6
2637,3
2638,5
2639,5
2640,3
2641,6
2642,5
2643,6
2644,5
2645,8
2646,4
2647,4
2648,5
2649,6
2650,4
2651,6
2652,6
2653,5
2654,6
2655,5
2656,4
2657,7
2658,4
2659,5
2660,4
2661,7
2662,6
2663,6
2664,5
2665,6
2666,6
2667,7
2668,5
2669,6
2670,7
2671,6
2672,5
2673,8
2674,4
2675,3
2676,6
2677,6
2678,4
2679,6
2680,6
2681,4
2682,5
2683,4
2684,6
2685,4
2686,4
2687,4
2688,4
2689,3
2690,7
2691,5
2692,5
2693,3
2694,3
2695,5
2696,7
2697,5
2698,5
2699,7
2700,4
2701,4
2702,4
2703,4
2704,7
2705,7
2706,8
2707,5
2708,5
2709,6
2710,4
2711,4
2712,6
2713,5
2714,4
2715,5
2716,4
2717,4
2718,5
2719,9
2720,7
2721,5
2722,4
2723,6
2724,6
2725,6
2726,5
2727,8
2728,4
2729,4
2730,4
2731,5
2732,6
2733,5
2734,4
2735,8
2736,8
2737,6
2738,3
2739,4
2740,2
2741,3
2742,5
2743,8
2744,6
2745,5
2746,4
2747,6
2748,5
2749,4
2750,6
2751,4
2752,7
2753,5
2754,8
2755,4
2756,5
2757,6
2758,4
2759,5
2760,5
2761,3
2762,7
2763,7
2764,4
2765,6
2766,3
2767,5
2768,3
2769,6
2770,6
2771,7
2772,6
2773,3
2774,7
2775,8
2776,3
2777,2
2778,8
2779,3
2780,5
2781,5
2782,6
2783,7
2784,7
2785,8
2786,3
2787,3
2788,5
2789,7
2790,6
2791,6
2792,4
2793,4
2794,5
2795,4
2796,8
2797,4
2798,6
2799,4
2800,4
2801,3
2802,3
2803,4
2804,2
2805,5
2806,3
2807,4
2808,6
2809,5
2810,6
2811,5
2812,6
2813,4
2814,4
2815,6
2816,5
2817,3
2818,7
2819,3
2820,5
2821,5
2822,6
2823,6
2824,4
2825,6
2826,5
2827,3
2828,3
2829,4
2830,3
2831,7
2832,4
2833,5
2834,7
2835,5
2836,5
2837,5
2838,5
2839,6
2840,6
2841,4
2842,4
2843,5
2844,7
2845,7
2846,4
2847,6
2848,5
2849,4
2850,5
2851,4
2852,3
2853,4
2854,4
2855,4
2856,6
2857,3
2858,8
2859,5
2860,5
2861,5
2862,4
2863,3
2864,6
2865,5
2866,6
2867,3
2868,4
2869,5
2870,4
2871,6
2872,4
2873,5
2874,8
2875,6
2876,2
2877,4
2878,5
2879,5
2880,4
2881,3
2882,6
2883,4
2884,3
2885,2
2886,2
2887,4
2888,6
2889,6
2890,4
2891,3
2892,4
2893,5
2894,5
2895,5
2896,6
2897,2
2898,4
2899,6
2900,6
2901,6
2902,4
2903,3
2904,8
2905,6
2906,8
2907,4
2908,7
2909,8
2910,4
2911,6
2912,6
2913,4
2914,3
2915,3
2916,3
2917,4
2918,7
2919,7
2920,6
2921,4
2922,5
2923,5
2924,5
2925,2
2926,5
2927,6
2928,6
2929,5
2930,5
2931,5
2932,3
2933,4
2934,6
2935,4
2936,6
2937,5
2938,5
2939,7
2940,4
2941,5
2942,4
2943,2
2944,5
2945,5
2946,5
2947,5
2948,6
2949,8
2950,5
2951,6
2952,3
2953,6
2954,3
2955,4
2956,3
2957,3
2958,6
2959,7
2960,6
2961,4
2962,4
2963,7
2964,5
2965,4
2966,6
2967,7
2968,7
2969,7
2970,4
2971,3
2972,5
2973,8
2974,7
2975,5
2976,5
2977,5
2978,4
2979,6
2980,2
2981,6
2982,3
2983,5
2984,5
2985,6
2986,5
2987,4
2988,6
2989,7
2990,5
2991,5
2992,6
2993,2
2994,3
2995,2
2996,7
2997,3
